origen,destino,distancia,tiempo,
CV2,c106,7482,6310,
CV2,c107,5240,4441,
CV2,c108,6599,5713,
CV2,c109,7161,6182,
CV2,c110,8081,7071,
CV2,c111,7713,6702,
CV2,c112,19231,16188,
CV2,c113,7718,6704,
CV2,c114,4441,3644,
CV2,c115,5804,4903,
CV2,c116,7569,6598,
CV2,c117,4387,3659,
CV2,c118,3287,2807,
CV2,c119,3619,3044,
CV2,c120,7268,6310,
CV2,c121,7705,6714,
CV2,c122,8323,7237,
CV2,c123,8309,7231,
CV2,c124,7569,6598,
CV2,c125,7168,6261,
CV2,c126,7569,6598,
CV2,c127,6891,6067,
CV2,c128,16943,14341,
CV2,c129,17917,15170,
CV2,c130,3610,3071,
CV2,c131,2758,2301,
CV2,c132,2589,2127,
CV2,c133,17184,14959,
CV2,c134,1851,1539,
CV2,c135,2111,1768,
CV2,c136,2171,1800,
CV2,c137,2123,1767,
CV2,c138,2691,2226,
CV2,c139,9152,7958,
CV2,c140,2714,2287,
CV2,c141,2822,2350,
CV2,c142,4701,3903,
CV2,c143,4067,3446,
CV2,c144,4694,3988,
CV2,c145,4578,3880,
CV2,c146,4377,3719,
CV2,c147,7733,6636,
CV2,c148,2761,2338,
CV2,c149,2398,2007,
CV2,c150,10217,8903,
CV2,c151,1475,1243,
CV2,c152,9848,8588,
CV2,c153,9734,8452,
CV2,c154,1991,1675,
CV2,c155,9418,8183,
CV2,c156,8999,7897,
CV2,c157,8460,7441,
CV2,c158,9039,7929,
CV2,c159,2172,1841,
CV2,c160,7856,6921,
CV2,c161,2774,2358,
CV2,c162,3295,2816,
CV2,c163,11575,10058,
CV2,c164,8538,7498,
CV2,c165,2774,2358,
CV2,c166,3052,2596,
CV2,c167,7952,7041,
CV2,c168,3936,3384,
CV2,c169,10969,9468,
CV2,c170,4537,3904,
CV2,c171,3908,3349,
CV2,c172,3640,3101,
CV2,c173,7622,6607,
CV2,c174,4403,3764,
CV2,c175,3716,3172,
CV2,c176,2526,2147,
CV2,c177,2774,2358,
CV2,c178,4466,3826,
CV2,c179,13882,11995,
CV2,c180,5812,4911,
CV2,c181,5758,4878,
CV2,c182,14260,12011,
CV2,c183,13679,11551,
CV2,c184,5531,4763,
CV2,c185,4615,4041,
CV2,c186,6675,5742,
CV2,c187,9084,7967,
CV2,c188,7820,6787,
CV2,c189,7667,6611,
CV2,c190,8670,7468,
CV2,c191,8468,7252,
CV2,c192,9234,8140,
CV2,c193,9616,8406,
CV2,c194,10193,8913,
CV2,c195,6773,5805,
CV2,c196,6596,5621,
CV2,c197,7864,6707,
CV2,c198,13339,11767,
CV2,c199,13693,12220,
CV2,c200,7200,6121,
CV2,c201,9221,7873,
CV2,c202,14783,12645,
CV2,c203,13096,11598,
CV2,c204,12105,10740,
CV2,c205,11142,9740,
CV2,c206,11447,9978,
CV2,c207,9951,8689,
CV2,c208,11743,10289,
CV2,c209,7932,6991,
CV2,c210,12619,11337,
CV2,c211,8680,7431,
CV2,c212,8398,7181,
CV2,c213,12715,11174,
CV2,c214,8504,7310,
CV2,c215,8131,6948,
CV2,c216,6951,5898,
CV2,c217,12242,10665,
CV2,c218,9333,8204,
CV2,c219,9444,8278,
CV2,c220,9333,8204,
CV2,c221,9206,8115,
CV2,c222,8307,7093,
CV2,c223,9403,8293,
CV2,c224,8338,7224,
CV2,c225,10438,9160,
CV2,c226,10732,9414,
CV2,c227,10583,9363,
CV2,c228,10982,9700,
CV2,c229,5165,4364,
CV2,c230,11265,9898,
CV2,c231,13138,11392,
CV2,c232,11902,10467,
CV2,c233,5544,4720,
CV2,c234,12373,10869,
CV2,c235,12528,10891,
CV2,c236,12030,10585,
CV2,c237,9618,8359,
CV2,c238,11873,10446,
CV2,c239,10536,9139,
CV2,c240,3475,2952,
CV2,c241,10948,9537,
CV2,c242,12241,10741,
CV2,c243,11873,10426,
CV2,c244,3475,2952,
CV2,c245,11994,10522,
CV2,c246,14423,12325,
CV2,c247,11582,9903,
CV2,c248,12067,10580,
CV2,c249,12360,10829,
CV2,c250,12414,10874,
CV2,c251,13182,11226,
CV2,c252,12708,10828,
CV2,c253,11897,10495,
CV2,c254,11735,10349,
CV2,c255,4580,3903,
CV2,c256,20903,17529,
CV2,c257,20784,17456,
CV2,c258,4387,3725,
CV2,c259,21325,17881,
CV2,c260,11973,10553,
CV2,c261,12370,10885,
CV2,c262,3410,2899,
CV2,c263,11468,10097,
CV2,c264,4976,4217,
CV2,c265,10480,9185,
CV2,c266,10571,9345,
CV2,c267,10928,9626,
CV2,c268,10355,9162,
CV2,c269,4152,3484,
CV2,c270,10714,9449,
CV2,c271,10546,9281,
CV2,c272,2345,1916,
CV2,c273,9684,8517,
CV2,c274,9078,8005,
CV2,c275,2345,1916,
CV2,c276,8876,7816,
CV2,c277,8797,7720,
CV2,c278,8741,7545,
CV2,c279,4188,3527,
CV2,c280,9883,8682,
CV2,c281,7682,6667,
CV2,c282,3918,3296,
CV2,c283,7622,6607,
CV2,c284,8824,7690,
CV2,c285,9741,8481,
CV2,c286,9256,8089,
CV2,c287,10984,9641,
CV2,c288,8824,7690,
CV2,c289,9801,8553,
CV2,c290,3343,2845,
CV2,c291,9775,8483,
CV2,c292,10164,8836,
CV2,c293,2972,2441,
CV2,c294,9909,8545,
CV2,c295,8749,7562,
CV2,c296,2209,1816,
CV2,c297,8476,7347,
CV2,c298,11235,9899,
CV2,c299,678,574,
CV2,c300,7866,6934,
CV2,c301,193995,160822,
CV2,c302,194399,161085,
CV2,c303,194259,160999,
CV2,c304,194946,161509,
CV2,c305,193637,160357,
CV2,c306,194729,161387,
CV2,c307,193486,160151,
CV2,c308,194900,161513,
CV2,c309,195566,161862,
CV2,c310,196258,162380,
CV2,c311,198685,164501,
CV2,c312,196008,162178,
CV2,c313,196304,162470,
CV2,c314,196853,162871,
CV2,c315,195915,162151,
CV2,c316,196499,162642,
CV2,c317,196363,162527,
CV2,c318,196651,162763,
CV2,c319,193321,160057,
CV2,c320,149472,123678,
CV2,c321,148205,122919,
CV2,c322,148760,123337,
CV2,c323,149013,123590,
CV2,c324,149018,123630,
CV2,c325,149015,123319,
CV2,c326,147723,122134,
CV2,c327,992,811,
CV2,c328,1408,1162,
CV2,c329,6536,5768,
CV2,c330,6203,5467,
CV2,c331,6609,5818,
CV2,c332,5488,4836,
CV2,c333,6534,5722,
CV2,c334,5452,4789,
CV2,c335,4561,3992,
CV2,c336,4808,4231,
CV2,c337,829,728,
CV2,c338,11530,10133,
CV2,c339,4793,4149,
CV2,c340,446,349,
CV2,c341,4876,4316,
CV2,c342,5265,4644,
CV2,c343,5625,4857,
CV2,c344,12142,10622,
CV2,c345,13157,11464,
CV2,c346,678,574,
CV2,c347,11484,10060,
CV2,c348,3878,3337,
CV2,c349,6447,5613,
CV2,c350,7993,7050,
CV2,c351,6698,5732,
CV2,c352,7367,6275,
CV2,c353,5547,4832,
CV2,c354,10852,9544,
CV2,c355,4184,3603,
CV2,c356,4184,3603,
CV2,c357,2971,2630,
CV2,c358,10324,9064,
CV2,c359,2614,2290,
CV2,c360,3314,2837,
CV2,c361,4184,3603,
CV2,c362,1329,1207,
CV2,c363,9746,8585,
CV2,c364,2885,2478,
CV2,c365,10324,9064,
CV2,c366,282139,232902,
CV2,c367,279773,230955,
CV2,c368,278934,230230,
CV2,c369,7046,6246,
CV2,c370,2415,2037,
CV2,c371,279212,230452,
CV2,c372,278629,229985,
CV2,c373,279212,230452,
CV2,c374,278801,230121,
CV2,c375,278232,229640,
CV2,c376,278004,229459,
CV2,c377,277418,228957,
CV2,c378,280821,231807,
CV2,c379,280723,231727,
CV2,c380,280789,231789,
CV2,c381,279460,230678,
CV2,c382,279460,230678,
CV2,c383,279417,230637,
CV2,c384,279394,230618,
CV2,c385,279460,230678,
CV2,c386,280102,231220,
CV2,c387,280102,231220,
CV2,c388,280627,231682,
CV2,c389,280604,231675,
CV2,c390,281079,232226,
CV2,c391,281079,232226,
CV2,c392,281871,232732,
CV2,c393,281837,232709,
CV2,c394,281617,232664,
CV2,c395,281797,232897,
CV2,c396,281800,232828,
CV2,c397,283144,233917,
CV2,c398,282661,233397,
CV2,c399,282805,233480,
CV2,c400,279964,234281,
CV2,c401,279848,234153,
CV2,c402,279380,233717,
CV2,c403,283775,234441,
CV2,c404,283932,234516,
CV2,c405,279223,233580,
CV2,c406,278817,233281,
CV2,c407,278893,233406,
CV2,c408,278893,233406,
CV2,c409,277729,232397,
CV2,c410,280251,234433,
CV2,c411,280251,234433,
CV2,c412,281211,235262,
CV2,c413,282068,236236,
CV2,c414,282679,236666,
CV2,c415,279432,230660,
CV2,c416,279247,230504,
CV2,c417,2885,2478,
CV2,c418,10842,9484,
CV2,c419,10788,9367,
CV2,c420,10788,9367,
CV2,c421,829,743,
CV2,c422,10615,9321,
CV2,c423,1173,1070,
CV2,c424,11884,10424,
CV2,c425,11750,10313,
CV2,c426,1403,1214,
CV2,c427,1442,1293,
CV2,c428,12183,10656,
CV2,c429,12970,11318,
CV2,c430,2704,2357,
CV2,c431,13394,11646,
CV2,c432,1984,1702,
CV2,c433,2420,2071,
CV2,c434,12798,11210,
CV2,c435,12687,11163,
CV2,c436,2219,1927,
CV2,c437,3710,3223,
CV2,c438,1771,1563,
CV2,c439,1771,1563,
CV2,c440,12601,11030,
CV2,c441,2007,1812,
CV2,c442,1759,1591,
CV2,c443,5375,4599,
CV2,c444,6308,5366,
CV2,c445,6291,5360,
CV2,c446,13305,11592,
CV2,c447,8159,7177,
CV2,c448,76251,62932,
CV2,c449,57161,46834,
CV2,c450,87062,70884,
CV2,c451,87838,71526,
CV2,c452,88303,71918,
CV2,c453,86240,70215,
CV2,c454,89467,72839,
CV2,c455,86240,70215,
CV2,c456,102561,84340,
CV2,c457,101042,82890,
CV2,c458,102875,84460,
CV2,c459,101929,83663,
CV2,c460,102172,83839,
CV2,c461,102639,84224,
CV2,c462,125613,102921,
CV2,c463,126060,103286,
CV2,c464,125985,103223,
CV2,c465,127321,104481,
CV2,c466,127754,104792,
CV2,c467,60087,48250,
CV2,c468,59511,47757,
CV2,c469,58930,47278,
CV2,c470,59327,47628,
CV2,c471,58453,46917,
CV2,c472,59219,47507,
CV2,c473,59747,47958,
CV2,c474,59581,47825,
CV2,c475,60181,48321,
CV2,c476,60212,48349,
CV2,c477,61285,49169,
CV2,c478,60733,48748,
CV2,c479,61293,49229,
CV2,c480,58031,46635,
CV2,c481,60993,49065,
CV2,c482,3871133,3137304,
CV2,c483,58551,46999,
CV2,c484,2068694,1683095,
CV2,c485,48760,39255,
CV2,c486,48684,39198,
CV2,c487,48419,38873,
CV2,c488,48509,38948,
CV2,c489,47842,38402,
CV2,c490,48956,39282,
CV2,c491,48059,38654,
CV2,c492,47544,38139,
CV2,c493,47090,37859,
CV2,c494,47389,38066,
CV2,c495,48089,38702,
CV2,c496,48436,39061,
CV2,c497,48402,38965,
CV2,c498,48575,39106,
CV2,c499,48506,39068,
CV2,c500,48260,38846,
CV2,c501,48059,38654,
CV2,c502,47389,38066,
CV2,c503,11116,9581,
CV2,c504,143834,121856,
CV2,c505,144234,122110,
CV2,c506,143859,121800,
CV2,c507,143481,121408,
CV2,c508,143681,121598,
CV2,c509,143054,121102,
CV2,c510,143054,121102,
CV2,c511,153977,125269,
CV2,c512,154256,125448,
CV2,c513,155224,126186,
CV2,c514,154516,125648,
CV2,c515,154969,126026,
CV2,c516,155326,126270,
CV2,c517,155265,126231,
CV2,c518,154776,125898,
CV2,c519,154969,126026,
CV2,c520,168697,138890,
CV2,c521,176863,143274,
CV2,c522,175999,142585,
CV2,c523,175711,142333,
CV2,c524,175671,142317,
CV2,c525,175075,141804,
CV2,c526,176039,142655,
CV2,c527,178531,146094,
CV2,c528,174539,141347,
CV2,c529,174146,140997,
CV2,c530,174487,141298,
CV2,c531,173643,140737,
CV2,c532,173400,140487,
CV2,c533,171551,138928,
CV2,c534,56061,45783,
CV2,c535,209324,173349,
CV2,c536,12669,10791,
CV2,c537,69557,56809,
CV2,c538,2530,2234,
CV2,c539,3155,2776,
CV2,c540,2903,2551,
CV2,c541,3506,3047,
CV2,c542,4170,3644,
CV2,c543,3687,3209,
CV2,c544,2103,1848,
CV2,c545,3695,3166,
CV2,c546,3345,2857,
CV2,c547,6634,5711,
CV2,c548,5318,4443,
CV2,c549,3577,3078,
CV2,c550,4296,3738,
CV2,c551,12601,11030,
CV2,c552,12257,10815,
CV2,c553,11288,9819,
CV2,c554,5166,4560,
CV2,c555,5602,4955,
CV2,c556,7589,6469,
CV2,c557,8269,7023,
CV2,c558,8502,7236,
CV2,c559,8853,7595,
CV2,c560,13680,11677,
CV2,c561,66826,55630,
CV2,c562,66308,55185,
CV2,c563,66747,55566,
CV2,c564,66929,55693,
CV2,c565,67524,56413,
CV2,c566,66227,55126,
CV2,c567,66959,55746,
CV2,c568,66136,55056,
CV2,c569,9035,7707,
CV2,c570,8425,7151,
CV2,c571,12177,10668,
CV2,c572,13330,11696,
CV2,c573,6701,5741,
CV2,c574,7356,6429,
CV2,c575,9395,8017,
CV2,c576,8458,7176,
CV2,c577,8292,7334,
CV2,c578,8718,7400,
CV2,c579,9189,7807,
CV2,c580,9519,8081,
CV2,c581,1774,1464,
CV2,c582,10814,9303,
CV2,c583,10716,9184,
CV2,c584,8277,7149,
CV2,c585,8854,7623,
CV2,c586,9172,7894,
CV2,c587,9339,8155,
CV2,c588,9284,7971,
CV2,c589,11116,9581,
CV2,c590,10814,9303,
CV2,c591,9926,8480,
CV2,c592,9338,7967,
CV2,c593,13543,11823,
CV2,c594,10155,8661,
CV2,c595,6634,5711,
CV2,c596,10032,8528,
CV2,c597,9284,7971,
CV2,c598,6534,5722,
CV2,c599,11755,10069,
CV2,c600,8269,7023,
CV2,c601,10693,9134,
CV2,c602,10076,8589,
CV2,c603,10692,9183,
CV2,c604,10692,9183,
CV2,c605,9284,7971,
CV2,c606,8269,7023,
CV2,c607,10996,9518,
CV2,c608,9998,8476,
CV2,c609,10945,9480,
CV2,c610,11207,9742,
CV2,c611,11207,9742,
CV2,c612,11283,9809,
CV2,c613,11207,9742,
CV2,c614,12163,10542,
CV2,c615,21104,17727,
CV2,c616,6291,5360,
CV2,c617,6555,5573,
CV2,c618,6988,5867,
CV2,c619,6556,5601,
CV2,c620,8256,7057,
CV2,c621,6890,5878,
CV2,c622,7573,6458,
CV2,c623,7337,6291,
CV2,c624,6778,5838,
CV2,c625,6299,5426,
CV2,c626,5172,4432,
CV2,c627,5762,4923,
CV2,c628,5895,5039,
CV2,c629,4915,4210,
CV2,c630,5390,4652,
CV2,c631,4347,3720,
CV2,c632,5358,4661,
CV2,c633,3509,3046,
CV2,c634,4120,3562,
CV2,c635,5096,4389,
CV2,c636,5905,5151,
CV2,c637,5682,4973,
CV2,c638,5921,5204,
CV2,c639,6889,5977,
CV2,c640,7753,6706,
CV2,c641,7678,6614,
CV2,c642,8065,6897,
CV2,c643,8590,7411,
CV2,c644,9659,8251,
CV2,c645,9447,8128,
CV2,c646,5832,4912,
CV2,c647,8909,7722,
CV2,c648,8370,7246,
CV2,c649,8495,7351,
CV2,c650,6516,5691,
CV2,c651,276362,228116,
CV2,c652,278024,229442,
CV2,c653,279385,230603,
CV2,c654,279773,230955,
CV2,c655,279044,230343,
CV2,c656,278901,230177,
CV2,c657,277418,228957,
CV2,c658,278616,229948,
CV2,c659,279168,230403,
CV2,c660,272132,224833,
CV2,c661,278944,230244,
CV2,c662,278220,229628,
CV2,c663,72863,59967,
CV2,c664,73236,60269,
CV2,c665,87204,70994,
CV2,c666,85854,70823,
CV2,c667,96308,78539,
CV2,c668,97395,79361,
CV2,c669,97339,79294,
CV2,c670,97640,79560,
CV2,c671,97417,79284,
CV2,c672,98392,80092,
CV2,c673,98623,80410,
CV2,c674,98366,80042,
CV2,c675,97417,79284,
CV2,c676,97417,79284,
CV2,c677,87350,71151,
CV2,c678,86240,70215,
CV2,c679,86240,70215,
CV2,c680,87292,71074,
CV2,c681,88267,71881,
CV2,c682,88198,71822,
CV2,c683,86378,70327,
CV2,c684,89093,72535,
CV2,c685,87690,71407,
CV2,c686,86602,70494,
CV2,c687,86910,70746,
CV2,c688,86240,70215,
CV2,c689,87181,70964,
CV2,c690,69354,56641,
CV2,c691,87142,70955,
CV2,c692,86240,70215,
CV2,c693,68968,56336,
CV2,c694,87758,71470,
CV2,c695,87470,71222,
CV2,c696,87538,71274,
CV2,c697,86617,70518,
CV2,c698,87495,71250,
CV2,c699,86091,70084,
CV2,c700,86240,70215,
CV2,c701,184537,152872,
CV2,c702,183887,152288,
CV2,c703,184142,152536,
CV2,c704,183795,152319,
CV2,c705,183843,152397,
CV2,c706,183195,151860,
CV2,c707,183616,152211,
CV2,c708,183157,151717,
CV2,c709,185176,153406,
CV2,c710,183826,152261,
CV2,c711,184530,152842,
CV2,c712,14199,12212,
CV2,c713,184501,152898,
CV2,c714,185181,153488,
CV2,c715,14155,12169,
CV2,c716,184402,152744,
CV2,c717,184571,152933,
CV2,c718,184915,153220,
CV2,c719,14531,12486,
CV2,c720,185000,153295,
CV2,c721,14584,12539,
CV2,c722,193435,160301,
CV2,c723,192893,160097,
CV2,c724,193439,160698,
CV2,c725,191672,158894,
CV2,c726,189628,156979,
CV2,c727,189886,157191,
CV2,c728,194059,160607,
CV2,c729,195854,162106,
CV2,c730,198547,164447,
CV2,c731,195296,161615,
CV2,c732,195663,161924,
CV2,c733,197084,163147,
CV2,c734,270083,222963,
CV2,c735,270401,223245,
CV2,c736,270740,223518,
CV2,c737,270691,223521,
CV2,c738,279773,230955,
CV2,c739,280298,231373,
CV2,c740,280298,231373,
CV2,c741,281707,232570,
CV2,c742,282136,232941,
CV2,c743,281417,232302,
CV2,c744,281730,232562,
CV2,c745,281386,232270,
CV2,c746,282020,232816,
CV2,c747,282126,232940,
CV2,c748,282378,233138,
CV2,c749,282340,233173,
CV2,c750,281800,232828,
CV2,c751,282725,233523,
CV2,c752,284046,234884,
CV2,c753,283388,234107,
CV2,c754,283498,234393,
CV2,c755,281590,235649,
CV2,c756,282599,233399,
CV2,c757,282454,233226,
CV2,c758,278728,230057,
CV2,c759,277883,229380,
CV2,c760,276812,228635,
CV2,c761,276420,228342,
CV2,c762,276708,228589,
CV2,c763,277149,228973,
CV2,c764,277330,229133,
CV2,c765,277757,229499,
CV2,c766,279371,230998,
CV2,c767,279428,231063,
CV2,c768,279223,230795,
CV2,c769,279887,231054,
CV2,c770,279887,231054,
CV2,c771,151185,124102,
CV2,c772,151294,124130,
CV2,c773,150748,123739,
CV2,c774,152062,124890,
CV2,c775,151655,124547,
CV2,c776,103340,84832,
CV2,c777,151294,124130,
CV2,c778,70934,58402,
CV2,c779,71477,58837,
CV2,c780,72399,59588,
CV2,c781,178560,145915,
CV2,c782,178577,146339,
CV2,c783,180218,147719,
CV2,c784,179907,147299,
CV2,c785,179791,147131,
CV2,c786,180656,147878,
CV2,c787,179547,146911,
CV2,c788,nan,nan,
CV2,c789,100373,81477,
CV2,c790,100743,81756,
CV2,c791,12401,10602,
CV2,c792,178846,146348,
CV2,c793,11995,10255,
CV2,c794,14706,12600,
CV2,c795,12608,10789,
CV2,c796,58741,47146,
CV2,c797,100595,81730,
CV2,c798,179667,147013,
CV2,c799,17950,15594,
CV2,c800,100689,81715,
CV2,c801,100538,81678,
CV2,c802,100838,81821,
CV2,c803,207417,171980,
CV2,c804,179774,147112,
CV2,c805,179980,147275,
CV2,c806,178576,146140,
CV2,c807,13371,11432,
CV2,c808,179410,146757,
CV2,c809,207463,172035,
CV2,c810,13420,11468,
CV2,c811,207455,172019,
CV2,c812,177948,145616,
CV2,c813,207177,171758,
CV2,c814,12776,11013,
CV2,c815,207316,171919,
CV2,c816,206398,171174,
CV2,c817,207177,171758,
CV2,c818,13242,11408,
CV2,c819,21177,17659,
CV2,c820,16612,14289,
CV2,c821,154361,125557,
CV2,c822,18323,15806,
CV2,c823,155092,126091,
CV2,c824,22446,19116,
CV2,c825,4377,3719,
CV2,c826,16880,14656,
CV2,c827,11470,9914,
CV2,c828,173882,140784,
CV2,c829,157916,128210,
CV2,c830,153977,125269,
CV2,c831,6671,5718,
CV2,c832,19361,16263,
CV2,c833,6909,5873,
CV2,c834,3995,3408,
CV2,c835,66826,55630,
CV2,c836,19517,16443,
CV2,c837,9299,8214,
CV2,c838,11812,10088,
CV2,c839,nan,nan,
CV2,c840,183065,147856,
CV2,c841,16611,14718,
CV2,c842,27111,22749,
CV2,c843,19915,16727,
CV2,c844,19915,16727,
CV2,c845,20776,17453,
CV2,c846,17951,15545,
CV2,c847,32385,26858,
CV2,c848,32544,27043,
CV2,c849,32518,27020,
CV2,c850,33225,27637,
CV2,c851,33076,27519,
CV2,c852,32544,27043,
CV2,c853,33804,28037,
CV2,c854,40400,33331,
CV2,c855,40824,33716,
CV2,c856,41133,33947,
CV2,c857,40824,33716,
CV2,c858,43322,35883,
CV2,c859,40824,33716,
CV2,c860,40824,33716,
CV2,c861,40824,33716,
CV2,c862,40815,33706,
CV2,c863,40824,33716,
CV2,c864,40824,33716,
CV2,c865,41323,34113,
CV2,c866,40824,33716,
CV2,c867,40824,33716,
CV2,c868,41117,33980,
CV2,c869,40824,33716,
CV2,c870,40824,33716,
CV2,c871,4823,4228,
CV2,c872,4938,4326,
CV2,c873,4615,4041,
CV2,c874,4061,3477,
CV2,c875,3964,3392,
CV2,c876,3334,2825,
CV2,c877,3235,2748,
CV2,c878,4052,3432,
CV2,c879,280151,231481,
CV2,c880,280655,231895,
CV2,c881,279782,231174,
CV2,c882,282599,233399,
CV2,c883,72550,59705,
CV2,c884,13946,11883,
CV2,c885,13776,11848,
CV2,c886,14078,12110,
CV2,c887,14257,12255,
CV2,c888,14331,12324,
CV2,c889,14711,12627,
CV2,c890,13358,11509,
CV2,c891,58082,46632,
CV2,c892,58960,47423,
CV2,c893,15205,12977,
CV3,c1,4990,4152,
CV3,c2,6018,5055,
CV3,c3,6694,5545,
CV3,c4,6393,5307,
CV3,c5,5681,4761,
CV3,c6,5790,4791,
CV3,c7,4591,3832,
CV3,c8,3215,2689,
CV3,c9,5073,4222,
CV3,c10,3775,3156,
CV3,c11,5006,4217,
CV3,c12,5790,4791,
CV3,c13,3315,2778,
CV3,c14,944,779,
CV3,c15,4397,3743,
CV3,c16,386,316,
CV3,c17,3635,3084,
CV3,c18,1432,1199,
CV3,c19,4385,3732,
CV3,c20,4271,3579,
CV3,c21,6466,5368,
CV3,c22,4504,3762,
CV3,c23,2883,2437,
CV3,c24,2411,2057,
CV3,c25,4827,4074,
CV3,c26,3452,2883,
CV3,c27,1405,1164,
CV3,c28,3989,3330,
CV3,c29,4550,3795,
CV3,c30,5929,4942,
CV3,c31,5334,4439,
CV3,c32,5930,4942,
CV3,c33,5041,4215,
CV3,c34,4643,3870,
CV3,c35,4056,3448,
CV3,c36,3983,3318,
CV3,c37,2171,1844,
CV3,c38,3053,2579,
CV3,c39,1924,1601,
CV3,c40,1868,1589,
CV3,c41,3104,2625,
CV3,c42,1225,1029,
CV3,c43,3093,2620,
CV3,c44,2778,2338,
CV3,c45,3534,2952,
CV3,c46,1463,1262,
CV3,c47,3767,3142,
CV3,c48,3786,3142,
CV3,c49,3767,3142,
CV3,c50,2491,2089,
CV3,c51,1365,1166,
CV3,c52,2319,1939,
CV3,c53,2827,2398,
CV3,c54,2637,2251,
CV3,c55,2890,2427,
CV3,c56,2298,1929,
CV3,c57,2451,2044,
CV3,c58,4386,3744,
CV3,c59,3104,2625,
CV3,c60,2451,2044,
CV3,c61,1463,1262,
CV3,c62,1405,1164,
CV3,c63,1676,1441,
CV3,c64,1972,1676,
CV3,c65,1572,1307,
CV3,c66,1011,853,
CV3,c67,2278,1912,
CV3,c68,2775,2328,
CV3,c69,3829,3240,
CV3,c70,3642,3108,
CV3,c71,1797,1511,
CV3,c72,3639,3117,
CV3,c73,2230,1866,
CV3,c74,2403,2022,
CV3,c75,1011,853,
CV3,c76,2768,2313,
CV3,c77,2350,1960,
CV3,c78,3572,3009,
CV3,c79,3792,3183,
CV3,c80,2811,2425,
CV3,c81,4498,3789,
CV3,c82,17124,14217,
CV3,c83,18201,15348,
CV3,c84,16538,14033,
CV3,c85,16371,13867,
CV3,c86,15954,13500,
CV3,c87,18201,15348,
CV3,c88,16480,13764,
CV3,c89,18201,15348,
CV3,c90,15519,12873,
CV3,c91,15228,12726,
CV3,c92,11763,9899,
CV3,c93,13670,11506,
CV3,c94,14050,11574,
CV3,c95,12908,10581,
CV3,c96,12919,10638,
CV3,c97,16104,13722,
CV3,c98,14860,12372,
CV3,c99,17075,14603,
CV3,c100,16300,13757,
CV3,c101,16439,13793,
CV3,c102,16036,13673,
CV3,c103,15513,12957,
CV3,c104,15669,13202,
CV3,c105,16026,13508,
CV3,c106,16406,13961,
CV3,c107,15177,12740,
CV3,c108,16536,14012,
CV3,c109,15120,12992,
CV3,c110,15261,12993,
CV3,c111,15166,12893,
CV3,c112,10604,8779,
CV3,c113,14713,12521,
CV3,c114,14335,11887,
CV3,c115,15808,13286,
CV3,c116,13202,11259,
CV3,c117,12534,10306,
CV3,c118,11701,9683,
CV3,c119,11766,9691,
CV3,c120,13826,11736,
CV3,c121,14457,12322,
CV3,c122,14521,12357,
CV3,c123,14618,12432,
CV3,c124,13202,11259,
CV3,c125,13212,11258,
CV3,c126,13202,11259,
CV3,c127,12501,10661,
CV3,c128,8196,6916,
CV3,c129,9170,7745,
CV3,c130,13759,11416,
CV3,c131,11286,9409,
CV3,c132,12126,10115,
CV3,c133,21574,18487,
CV3,c134,11827,9890,
CV3,c135,11214,9323,
CV3,c136,10950,9080,
CV3,c137,10791,8957,
CV3,c138,12943,10827,
CV3,c139,15361,13101,
CV3,c140,12955,10902,
CV3,c141,13129,11041,
CV3,c142,14871,12321,
CV3,c143,14216,11791,
CV3,c144,14631,12287,
CV3,c145,14515,12179,
CV3,c146,14604,12323,
CV3,c147,17656,14974,
CV3,c148,12989,10941,
CV3,c149,12705,10698,
CV3,c150,16289,13931,
CV3,c151,11668,9783,
CV3,c152,15796,13514,
CV3,c153,15460,13193,
CV3,c154,12130,10200,
CV3,c155,15144,12924,
CV3,c156,14737,12581,
CV3,c157,14198,12125,
CV3,c158,14777,12613,
CV3,c159,12311,10356,
CV3,c160,13212,11309,
CV3,c161,13008,10964,
CV3,c162,13301,11165,
CV3,c163,14364,12179,
CV3,c164,13705,11710,
CV3,c165,13008,10964,
CV3,c166,13097,10963,
CV3,c167,13244,11280,
CV3,c168,13586,11429,
CV3,c169,13406,11366,
CV3,c170,14183,11947,
CV3,c171,13640,11449,
CV3,c172,13684,11479,
CV3,c173,10310,8740,
CV3,c174,14123,11858,
CV3,c175,14013,11748,
CV3,c176,12665,10672,
CV3,c177,13008,10964,
CV3,c178,14571,12239,
CV3,c179,11558,9929,
CV3,c180,16027,13448,
CV3,c181,15985,13482,
CV3,c182,10464,8866,
CV3,c183,11004,9175,
CV3,c184,15637,13154,
CV3,c185,14266,12074,
CV3,c186,16326,13787,
CV3,c187,14822,12651,
CV3,c188,17471,14832,
CV3,c189,17505,14876,
CV3,c190,18594,15806,
CV3,c191,18391,15590,
CV3,c192,14356,12291,
CV3,c193,14969,12809,
CV3,c194,15584,13361,
CV3,c195,17000,14409,
CV3,c196,16823,14225,
CV3,c197,18091,15311,
CV3,c198,18570,16073,
CV3,c199,18815,16371,
CV3,c200,17427,14725,
CV3,c201,19448,16477,
CV3,c202,12459,10579,
CV3,c203,18218,15749,
CV3,c204,12396,10936,
CV3,c205,16285,13965,
CV3,c206,12373,10708,
CV3,c207,15124,12932,
CV3,c208,12439,10834,
CV3,c209,13054,11142,
CV3,c210,12718,11447,
CV3,c211,18907,16035,
